name,energy,fflags,visible,opts,conc
i0,0.0,,,,1.0
i1,-0.63,,,,0.0
i2,-0.22,,,,0.0
i3,0.24,,,,0.0
i4,-0.47,,,,0.0
i5,-0.17,,,,0.0
i6,-0.69,,,,0.0
i7,-1.32,,,,0.0
i8,0.37,,,,0.0
i9,1.18,,,,0.0
i10,0.55,,,,0.0
i11,1.44,,,,0.0
i12,2.17,,,,0.0
i13,-0.02,,,,0.0
i14,1.55,,,,0.0
i15,0.95,,,,0.0
i16,1.73,,,,0.0
H2(g),0.0,i,,,0.8
CO2(g),0.0,i,,,0.2
CO(g),0.5,i,,,0.0
H2O(g),0.0,i,,,0.0
CH3OH(g),0.3,i,,,0.0
