Label,theta
i0,3.1270589755729285e-15
i1,0.0018184980834128452
i2,0.44109361428021815
i3,3.9668408154143235e-05
i4,0.06660444803358563
i5,3.595361595105472e-10
i6,1.3840498216582966e-07
i7,0.4904436324283045
i8,6.701700568542933e-16
i9,6.438074371264357e-24
i10,9.293035597486514e-18
i11,1.380460657017172e-25
i12,6.392171254217945e-37
i13,1.8042112138891732e-12
i14,6.956008373989522e-29
i15,1.0036077754297341e-22
i16,1.0713212564708908e-29
H2(g),0.8
CO2(g),0.2
H2O(g),0.0
CO(g),0.0
CH3OH(g),0.0
