name,energy,fflags,visible,opts
Ni,0,,,
2H*,-0.609129938008891,,,
CO2*_2H*,-0.312992279156333,,,
COOH*_H*,-0.159253434743732,,,
CO*_OH*_H*,-1.37528075062755,,,
CO*_H2O*,-0.781920829654382,,,
H2O*,0.600208196438871,,,
CO*_O*_2H*,-1.7397380136174,,,
CO*,-1.15869770894483,,,
CO*_2H*,-1.76782764695372,,,
CHO*_H*,-0.372115112288384,,,
CH*_H*_O*,-0.978683607821495,,,
CH*_3H*_O*,-1.58781354583039,,,
CH*_2H*_OH*,-1.22335628284031,,,
CH*_H*_H2O*,-0.62999636186737,,,
CH*_H*,-1.00677324115759,,,
CH2*,-0.596333254292404,,,
CH2*_2H*,-1.20546319230129,,,
CH3*_H*,-0.647804550355431,,,
CH4*,-0.631408871415943,,,
COH*_H*,-0.623493891455155,,,
C*_OH*_H*,-0.244877440976097,,,
C*_H2O*,0.348482479996846,,,
C*,-0.028294399293372,,,
C*_2H*,-0.637424337302036,,,
CHOH*,0.337974771852714,,,
CH*_OH*,-0.61422634483165,,,
CHOH*_2H*,-0.271155166156177,,,
CH2OH*_H*,0.166732326425745,,,
CH3OH*,0.276977774881516,,,
CH2*_OH*_H*,-0.812916295975356,,,
CH2*_H2O*,-0.219556375002185,,,
H2(g),0,i,,
CO2(g),0,i,,
CO(g),0.223431317148425,i,,
H2O(g),0.223431317148425,i,,
CH3OH(g),0.039513597895621,i,,
CH4(g),-0.859631935044717,i,,
