275.5,90!
275.5,18!
90.5,306!
126.5,378!
162.5,306!
162.5,234!
236.5,162!
386.5,234!
385.5,306!
385.5,378!
347.5,90!
569.5,162!
523.5,234!
457.5,306!
576.5,378!
605.5,90!
641.5,162!
386.5,162!
33.5,234!
201.5,90!
157.5,162!
478.5,162!
